x,distance,y,z,label
-9,0,2,61,0
-9,0,2,61,0
-9,1,2,61,0
-9,1,2,62,0
-9,1,2,61,0
-9,0,2,62,0
-9,1,2,62,0
-9,1,2,61,0
-10,1.414213562,2,61,0
-9,0,2,62,0
-9,1.414213562,2,62,0
-10,1.414213562,2,61,0
-9,0,2,62,0
-9,0,2,62,0
-9,1,2,62,0
-9,1,2,61,0
-9,1,2,62,0
-9,0,2,61,0
-9,0,2,61,0
-9,1.414213562,2,61,0
-10,1,2,62,0
-9,1.414213562,2,62,0
-10,1.414213562,2,61,0
-9,1,2,62,0
-10,1.414213562,2,62,0
-9,0,2,61,0
-9,1,2,61,0
-9,1,2,62,0
-10,1,2,62,0
-9,1.414213562,2,62,0
-10,1,2,61,0
-9,1,2,61,0
-9,1.414213562,2,62,0
-10,1.414213562,2,61,0
-9,1,2,62,0
-9,0,2,61,0
-9,1.414213562,2,61,0
-10,0,2,62,0
-10,1.414213562,2,62,0
-9,1,2,61,0
-9,1.414213562,2,62,0
-10,1.414213562,2,61,0
-9,1,2,62,0
-9,1,2,61,0
-10,1.414213562,2,61,0
-9,1,2,62,0
-10,0,2,62,0
-10,1,2,62,0
-9,1,2,62,0
-10,1,2,62,0
-10,1.414213562,2,61,0
-9,1,2,62,0
-9,1,2,61,0
-10,1,2,61,0
-9,0,2,61,0
-9,1,2,61,0
-10,0,2,61,0
-10,1,2,61,0
-9,1,2,61,0
-9,1.414213562,2,62,0
-10,0,2,61,0
-10,1,2,61,0
-9,0,2,61,0
-9,1,2,61,0
-10,1,2,61,0
-9,1,2,61,0
-9,1,2,62,0
-10,1.414213562,2,62,0
-9,1,2,61,0
-9,1,2,62,0
-10,1,2,62,0
-9,1,2,62,0
-9,1,2,61,0
-10,1,2,61,0
-10,1,2,62,0
-9,0,2,62,0
-9,1,2,62,0
-9,0,2,61,0
-9,1.414213562,2,61,0
-10,1,2,62,0
-9,1.414213562,2,62,0
-10,1,2,61,0
-9,1,2,61,0
-9,1.414213562,2,62,0
-10,1.414213562,2,61,0
-9,0,2,62,0
-9,1.414213562,2,62,0
-10,1,2,61,0
-9,1,2,61,0
-9,0,2,62,0
-9,0,2,62,0
-9,1,2,62,0
-9,1,2,61,0
-9,0,2,62,0
-9,0,2,62,0
-9,1,2,62,0
-10,1.414213562,2,62,0
-9,0,2,61,0
-9,1,2,61,0
-10,1,2,61,0
-9,1.414213562,2,61,0
-10,1,2,62,0
-10,1,2,61,0
-9,1,2,61,0
-9,1,2,62,0
-10,1,2,62,0
-9,1,2,62,0
-9,0,2,61,0
-9,1.414213562,2,61,0
-10,1,2,62,0
-9,1,2,62,0
-9,1,2,61,0
-10,1.414213562,2,61,0
-9,1,2,62,0
-9,1,2,61,0
-10,1.414213562,2,61,0
-9,1,2,62,0
-9,1.414213562,2,61,0
-10,1,2,62,0
-10,1.414213562,2,61,0
-9,1,2,62,0
-9,1.414213562,2,61,0
-10,1,2,62,0
-9,1,2,62,0
-9,1.414213562,2,61,0
-10,1.414213562,2,62,0
-9,0,2,61,0
-9,1.414213562,2,61,0
-10,1,2,62,0
-9,0,2,62,0
-9,0,2,62,0
-9,1,2,62,0
-9,0,2,61,0
-9,1,2,61,0
-9,0,2,62,0
-9,0,2,62,0
-9,1,2,62,0
-9,0,2,61,0
-9,1,2,61,0
-9,0,2,62,0
-9,1,2,62,0
-9,0,2,61,0
-9,0,2,61,0
-9,0,2,61,0
-9,1,2,61,0
-9,0,2,62,0
-9,1,2,62,0
-9,1,2,61,0
-10,1.414213562,2,61,0
-9,0,2,62,0
-9,1.414213562,2,62,0
-10,1,2,61,0
-10,1.414213562,2,62,0
-9,0,2,61,0
-9,0,2,61,0
-9,0,2,61,0
-9,0,2,61,0
-9,1,2,61,0
-10,1.414213562,2,61,0
-9,1,2,62,0
-9,0,2,61,0
-9,1,2,61,0
-10,1.414213562,2,61,0
-9,1,2,62,0
-9,1.414213562,2,61,0
-10,1,2,62,0
-10,0,2,61,0
-10,1.414213562,2,61,0
-9,1.414213562,2,62,0
-10,1,2,61,0
-9,0,2,61,0
-9,0,2,61,0
-9,0,2,61,0
-9,1.414213562,2,61,0
-10,0,2,62,0
-10,1.414213562,2,62,0
-9,1.414213562,2,61,0
-10,1.414213562,2,62,0
-9,1,2,61,0
-9,1,2,62,0
-9,0,2,61,0
-9,0,2,61,0
-9,0,2,61,0
-9,0,2,61,0
-9,0,2,61,0
-9,0,2,61,0
-9,0,2,61,0
-9,0,2,61,0
-9,0,2,61,0
-9,0,2,61,0
-9,1,2,61,0
-9,1,2,62,0
-9,1.414213562,2,61,0
-10,1,2,62,0
-9,0,2,62,0
-9,1,2,62,0
-9,1.414213562,2,61,0
-10,1.414213562,2,62,0
-9,0,2,61,0
-9,1,2,61,0
-9,0,2,62,0
-9,1,2,62,0
-9,0,2,61,0
-9,1,2,61,0
-10,1,2,61,0
-9,1,2,61,0
-9,0,2,62,0
-9,0,2,62,0
-9,0,2,62,0
-9,0,2,62,0
-9,1,2,62,0
-9,0,2,61,0
-9,1,2,61,0
-10,1.414213562,2,61,0
-9,0,2,62,0
-9,1.414213562,2,62,0
-10,1.414213562,2,61,0
-9,1,2,62,0
-9,1,2,61,0
-9,0,2,62,0
-9,1,2,62,0
-9,0,2,61,0
-9,0,2,61,0
-9,0,2,61,0
-9,1,2,61,0
-9,1,2,62,0
-9,0,2,61,0
-9,1,2,61,0
-9,1,2,62,0
-9,1,2,61,0
-9,1,2,62,0
-9,0,2,61,0
-9,0,2,61,0
-9,0,2,61,0
-9,1,2,61,0
-9,1,2,62,0
-9,0,2,61,0
-9,0,2,61,0
-9,0,2,61,0
-9,0,2,61,0
-9,0,2,61,0
-9,5.099019514,2,61,0
-4,6.480740698,3,61,0
0,41.62931659,-2,62,0
-30,36.08323711,-9,34,0
-13,15.16575089,13,57,0
-4,2.449489743,3,64,0
-2,5,2,63,0
-6,12.20655562,2,60,0
-18,4.123105626,0,61,0
-16,1,3,59,0
-15,7,3,59,0
-9,3.16227766,1,62,0
-12,2.828427125,1,61,0
-10,5.099019514,-1,61,0
-6,4.358898944,2,62,0
-9,4.472135955,5,61,0
-9,5.099019514,1,63,0
-5,10.34408043,4,64,0
-14,5.744562647,5,59,0
-9,1.414213562,3,61,0
-8,5.099019514,3,62,0
-13,3.741657387,2,62,1
-15,2.236067977,5,61,1
-13,3,4,61,1
-12,7.681145748,6,63,1
-17,2.449489743,11,60,1
-18,3,9,61,1
-16,4.898979486,7,62,1
-12,2.449489743,9,60,1
-11,4.242640687,8,62,1
-11,3.31662479,11,65,1
-14,3,10,64,1
-14,3,10,61,1
-14,3.16227766,10,58,1
-15,1.414213562,13,58,1
-14,2.449489743,13,59,1
-12,7.141428429,12,58,1
-19,4.472135955,13,59,1
-15,2.236067977,11,59,1
-13,0,10,59,1
-13,1.414213562,10,59,1
-14,0,11,59,1
-14,1.414213562,11,59,1
-13,2.236067977,10,59,1
-15,0,11,59,1
-15,1,11,59,1
-15,1.414213562,11,60,1
-16,4.472135955,10,60,1
-12,3,10,62,1
-14,0,9,60,1
-14,1.414213562,9,60,1
-14,1,10,61,1
-15,1.414213562,10,61,1
-15,0,9,60,1
-15,1,9,60,1
-14,1.414213562,9,60,1
-15,1,10,60,1
-15,1,9,60,1
-14,1,9,60,1
-14,2.236067977,8,60,1
-14,0,6,61,1
-14,1.414213562,6,61,1
-15,2.236067977,7,61,1
-14,1.414213562,7,59,1
-15,1.414213562,6,59,1
-16,1.414213562,7,59,1
-15,1,8,59,1
-16,2,8,59,1
-16,0,8,61,1
-16,1,8,61,1
-16,0,9,61,1
-16,1,9,61,1
-17,2.236067977,9,61,1
-18,1,7,61,1
-18,1,7,62,1
-18,1.414213562,7,63,1
-19,1,6,63,1
-19,1.414213562,6,62,1
-18,1,5,62,1
-17,1.414213562,5,62,1
-17,1,4,61,1
-17,1,3,61,1
-16,2.449489743,3,61,1
-17,1.732050808,2,59,1
-16,2.449489743,1,60,1
-18,2.828427125,2,59,1
-16,0,0,59,1
-16,0,0,59,1
-16,1.732050808,0,59,1
-15,2.236067977,-1,58,1
-16,1.414213562,-1,60,1
-15,1.414213562,-2,60,1
-15,1.414213562,-3,61,1
-16,1.414213562,-3,62,1
-16,1.414213562,-4,61,1
-15,3,-4,62,1
-13,1.414213562,-5,60,1
-14,1,-5,59,1
-13,0,-5,59,1
-13,2,-5,59,1
-13,1.414213562,-7,59,1
-14,1,-7,58,1
-14,1.732050808,-7,57,1
-13,1,-8,58,1
-14,0,-8,58,1
-14,1.414213562,-8,58,1
-13,1,-8,59,1
-13,1,-7,59,1
-13,0,-8,59,1
-13,1,-8,59,1
-13,0,-7,59,1
-13,0,-7,59,1
-13,1,-7,59,1
-13,1,-7,58,1
-12,1,-7,58,1
-12,0,-8,58,1
-12,1,-8,58,1
-13,0,-8,58,1
-13,1.414213562,-8,58,1
-12,1,-8,59,1
-12,1,-7,59,1
-13,1,-7,59,1
-12,1,-7,59,1
-13,1,-7,59,1
-13,1,-7,60,1
-13,1,-6,60,1
-13,3,-6,61,1
-14,1,-4,59,1
-14,1,-4,60,1
-14,1.732050808,-3,60,1
-13,1,-2,59,1
-14,1.414213562,-2,59,1
-15,1,-2,58,1
-14,1.414213562,-2,58,1
-13,3,-1,58,1
-11,2.236067977,1,59,1
-10,4.123105626,3,59,1
-9,3.741657387,3,63,1
-8,1.732050808,5,66,1
-9,1,6,65,1
-9,1.414213562,5,65,1
-10,2.449489743,5,64,1
-11,1.414213562,3,63,1
-12,0,3,62,1
-12,1.414213562,3,62,1
-12,1,4,61,1
-12,1.414213562,4,60,1
-12,2.449489743,5,59,1
-13,1.732050808,7,60,1
-12,5.099019514,8,59,1
-12,3.16227766,9,64,1
-12,3.464101615,8,61,1
-14,4.472135955,10,59,1
-16,2,10,63,1
-16,14.69693846,8,63,1
-18,18.97366596,12,77,1
-10,6.633249581,2,63,1
-12,1,8,61,1
-13,1,8,61,1
-13,1.414213562,8,60,1
-14,0,9,60,1
-14,1,9,60,1
-15,1,9,60,1
-15,2.236067977,8,60,1
-13,0,8,61,1
-13,1.414213562,8,61,1
-14,0,8,60,1
-14,3,8,60,1
-13,2.449489743,6,62,1
-11,1,5,61,1
-12,1.414213562,5,61,1
-13,1.414213562,6,61,1
-14,1.414213562,6,60,1
-13,1,6,61,1
-13,1.414213562,6,60,1
-12,0,6,61,1
-12,0,6,61,1
-12,1.414213562,6,61,1
-12,1,7,62,1
-11,1.414213562,7,62,1
-11,1,6,61,1
-12,0,6,61,1
-12,1,6,61,1
-11,1.414213562,6,61,1
-12,2.236067977,6,62,1
-13,1,6,60,1
-13,0,6,61,1
-13,1,6,61,1
-12,1,6,61,1
-13,0,6,61,1
-13,0,6,61,1
-13,0,6,61,1
-13,0,6,61,1
-13,0,6,61,1
-13,0,6,61,1
-13,0,6,61,1
-13,0,6,61,1
-13,0,6,61,1
-13,0,6,61,1
-13,0,6,61,1
-13,0,6,61,1
-13,0,6,61,1
-13,0,6,61,1
-13,0,6,61,1
-13,0,6,61,1
-13,0,6,61,1
-13,1,6,61,1
-12,0,6,61,1
-12,1,6,61,1
-13,0,6,61,1
-13,0,6,61,1
-13,0,6,61,1
-13,0,6,61,1
-13,0,6,61,1
-13,0,6,61,1
-13,1,6,61,1
-12,1,6,61,1
-13,1,6,61,1
-12,0,6,61,1
-12,0,6,61,1
-12,0,6,61,1
-12,0,6,61,1
-12,0,6,61,1
-12,0,6,61,1
-12,0,6,61,1
-12,1,6,61,1
-11,1,6,61,1
-12,0,6,61,1
-12,0,6,61,1
-12,0,6,61,1
-12,0,6,61,1
-12,0,6,61,1
-12,0,6,61,1
-12,0,6,61,1
-12,0,6,61,1
-12,0,6,61,1
-12,0,6,61,1
-12,0,6,61,1
-12,1,6,61,1
-12,1,5,61,1
-12,0,6,61,1
-12,0,6,61,1
-12,0,6,61,1
-12,1,6,61,1
-12,1,5,61,1
-12,1,6,61,1
-12,1,5,61,1
-12,0,6,61,1
-12,1,6,61,1
-12,0,5,61,1
-12,0,5,61,1
-12,1,5,61,1
-12,0,6,61,1
-12,1,6,61,1
-12,0,5,61,1
-12,0,5,61,1
-12,1,5,61,1
-12,0,6,61,1
-12,0,6,61,1
-12,0,6,61,1
-12,0,6,61,1
-12,0,6,61,1
-12,0,6,61,1
-12,1,6,61,1
-12,1,5,61,1
-12,0,6,61,1
-12,0,6,61,1
-12,0,6,61,1
-12,0,6,61,1
-12,0,6,61,1
-12,1,6,61,1
-13,1,6,61,1
-12,0,6,61,1
-12,1,6,61,1
-13,1,6,61,1
-12,0,6,61,1
-12,0,6,61,1
-12,0,6,61,1
-12,0,6,61,1
-12,0,6,61,1
-12,0,6,61,1
-12,0,6,61,1
-12,0,6,61,1
-12,0,6,61,1
-12,0,6,61,1
-12,0,6,61,1
-12,0,6,61,1
-12,0,6,61,1
-12,0,6,61,1
-12,0,6,61,1
-12,0,6,61,1
-12,0,6,61,1
-12,0,6,61,1
-12,0,6,61,1
-12,0,6,61,1
-12,1,6,61,1
-12,1,5,61,1
-12,0,6,61,1
-12,0,6,61,1
-12,1,6,61,1
-11,1.414213562,6,61,1
-12,1.414213562,6,60,1
-12,1,5,61,1
-12,0,6,61,1
-12,1,6,61,1
-12,1,5,61,1
-12,1,6,61,1
-12,1,5,61,1
-12,0,6,61,1
-12,1,6,61,1
-12,1,5,61,1
-12,0,6,61,1
-12,0,6,61,1
-12,0,6,61,1
-12,0,6,61,1
-12,0,6,61,1
-12,0,6,61,1
-12,1,6,61,1
-12,1,5,61,1
-12,1,6,61,1
-11,0,6,61,1
-11,0,6,61,1
-11,0,6,61,1
-11,0,6,61,1
-11,1,6,61,1
-11,1,6,62,1
-11,0,6,61,1
-11,1,6,61,1
-12,1,6,61,1
-11,0,6,61,1
-11,0,6,61,1
-11,1,6,61,1
-12,1,6,61,1
-11,1,6,61,1
-12,0,6,61,1
-12,1,6,61,1
-11,0,6,61,1
-11,1,6,61,1
-12,1,6,61,1
-11,0,6,61,1
-11,1.414213562,6,61,1
-12,0,5,61,1
-12,1.414213562,5,61,1
-11,1.414213562,6,61,1
-12,1.414213562,5,61,1
-11,0,6,61,1
-11,0,6,61,1
-11,1,6,61,1
-12,1,6,61,1
-11,0,6,61,1
-11,1,6,61,1
-12,0,6,61,1
-12,1,6,61,1
-11,0,6,61,1
-11,1,6,61,1
-12,1,6,61,1
-11,0,6,61,1
-11,1,6,61,1
-11,1.414213562,5,61,1
-10,2.236067977,6,61,1
-12,4.358898944,6,62,1
-9,3.16227766,9,61,1
-6,10.48808848,9,62,1
-15,6.08276253,14,64,1
-14,4.472135955,8,64,1
-14,3,12,62,1
-12,9.433981132,14,63,1
-20,2.236067977,11,59,1
-21,3.31662479,9,59,1
-20,2.828427125,6,58,1
-18,3.31662479,4,58,1
-17,1,1,59,1
-17,2.236067977,0,59,1
-16,1,-2,59,1
-16,0,-2,60,1
-16,2.236067977,-2,60,1
-14,1,-2,59,1
-13,1.732050808,-2,59,1
-12,2.449489743,-1,60,1
-11,1.414213562,-2,58,1
-12,1,-2,59,1
-12,1.414213562,-1,59,1
-11,3.741657387,-2,59,1
-8,1.414213562,-1,61,1
-7,1,-1,60,1
-7,2.236067977,0,60,1
-5,1,0,59,1
-4,1,0,59,1
-4,1,1,59,1
-4,1,0,59,1
-4,1,1,59,1
-4,1,2,59,1
-4,2.449489743,2,60,1
-3,2.449489743,3,62,1
-2,1.414213562,4,64,1
-1,2.449489743,3,64,1
-2,1.414213562,2,62,1
-2,5.099019514,3,61,1
-2,5.477225575,4,66,1
-7,3.31662479,5,64,1
-4,3.605551275,4,65,1
-2,2.449489743,4,62,1
0,3.31662479,3,61,1
-3,1.414213562,4,60,1
-4,12.40967365,4,59,1
-7,11,3,71,1
-13,4.472135955,5,62,1
-15,2.236067977,5,58,1
-16,1.414213562,5,60,1
-15,2.449489743,6,60,1
-13,2,5,61,1
-11,0,5,61,1
-11,0,5,61,1
-11,1,5,61,1
-12,1,5,61,1
-13,0,5,61,1
-13,0,5,61,1
-13,1,5,61,1
-12,0,5,61,1
-12,1,5,61,1
-13,0,5,61,1
-13,1,5,61,1
-12,0,5,61,1
-12,0,5,61,1
-12,1,5,61,1
-13,0,5,61,1
-13,0,5,61,1
-13,0,5,61,1
-13,0,5,61,1
-13,0,5,61,1
-13,0,5,61,1
-13,0,5,61,1
-13,0,5,61,1
-13,0,5,61,1
-13,1,5,61,1
-12,1,5,61,1
-13,0,5,61,1
-13,0,5,61,1
-13,0,5,61,1
-13,0,5,61,1
-13,0,5,61,1
-13,0,5,61,1
-13,0,5,61,1
-13,0,5,61,1
-13,1,5,61,1
-13,2,4,61,1
-13,3.16227766,6,61,1
-14,3.741657387,3,61,1
-11,1.732050808,1,62,1
-10,6.403124237,2,63,1
-14,3.605551275,5,59,1
-14,1,8,61,1
-13,3.16227766,8,61,1
-10,2.236067977,8,62,1
-11,4.123105626,8,60,1
-13,2.236067977,10,57,1
-12,3.605551275,10,59,1
-10,1.732050808,7,59,1
-9,16.673332,8,58,1
-7,15.39480432,15,73,1
-5,2.236067977,7,60,1
-6,4.242640687,7,62,1
-10,1.414213562,6,61,1
-11,1,5,61,1
-10,1.414213562,5,61,1
-9,0,5,62,1
-9,0,5,62,1
-9,1,5,62,1
-10,1,5,62,1
-10,0,5,61,1
-10,62.01612693,5,61,1
