1551452690, IBI,label
211.025285,0.578151,1
211.634687,0.609403,1
212.197213,0.562526,1
212.759739,0.562526,1
213.33789,0.578151,1
213.900416,0.562526,1
214.478568,0.578151,1
215.041093,0.562526,1
215.556742,0.515649,1
216.181771,0.625029,1
216.713045,0.531274,1
217.291196,0.578151,1
217.838096,0.5469,1
218.400622,0.562526,1
218.931896,0.531274,1
219.556925,0.625029,1
220.119451,0.562526,1
220.713228,0.593777,1
221.275754,0.562526,1
221.838279,0.562526,1
222.416431,0.578151,1
222.994582,0.578151,1
223.541482,0.5469,1
224.088382,0.5469,1
224.635283,0.5469,1
225.197808,0.562526,1
225.713457,0.515649,1
226.197854,0.484397,1
235.245143,1.125051,1
241.229792,0.531274,1
241.823569,0.593777,1
242.354844,0.531274,1
242.901744,0.5469,1
243.448644,0.5469,1
244.026795,0.578151,1
244.651824,0.625029,1
252.620939,0.531274,1
253.167839,0.5469,1
253.714739,0.5469,1
254.230387,0.515649,1
254.761662,0.531274,1
255.230433,0.468771,1
255.746082,0.515649,1
256.214853,0.468771,1
256.714876,0.500023,1
257.183647,0.468771,1
257.636793,0.453146,1
258.089939,0.453146,1
258.55871,0.468771,1
259.011856,0.453146,1
259.449376,0.43752,1
259.886896,0.43752,1
260.371293,0.484397,1
271.262417,0.65628,1
271.778065,0.515649,1
272.449971,0.671906,1
275.215723,0.484397,1
278.76276,0.65628,1
282.70044,0.562526,1
283.325469,0.625029,1
283.856743,0.531274,1
284.544275,0.687531,1
285.091175,0.5469,1
285.731829,0.640654,1
286.325606,0.593777,1
286.856881,0.531274,1
287.497535,0.640654,1
288.075686,0.578151,1
288.731966,0.65628,1
289.372621,0.640654,1
290.013275,0.640654,1
290.669555,0.65628,1
291.31021,0.640654,1
291.935238,0.625029,1
292.607144,0.671906,1
293.27905,0.671906,1
293.93533,0.65628,1
294.544733,0.609403,1
295.201013,0.65628,1
295.810416,0.609403,1
296.419818,0.609403,1
297.029221,0.609403,1
297.638624,0.609403,1
298.232401,0.593777,1
318.51458,0.593777,1
319.06148,0.5469,1
319.624006,0.562526,1
320.170906,0.5469,1
320.764683,0.593777,1
321.311583,0.5469,1
321.952237,0.640654,1
322.483511,0.531274,1
323.124166,0.640654,1
333.468389,0.593777,1
343.781361,0.5469,1
344.343887,0.562526,1
344.875161,0.531274,1
345.468939,0.593777,1
346.015839,0.5469,1
346.609616,0.593777,1
347.156516,0.5469,1
347.719042,0.562526,1
348.250316,0.531274,1
348.797216,0.5469,1
349.344116,0.5469,1
349.859765,0.515649,1
350.42229,0.562526,1
351.016068,0.593777,1
351.547342,0.531274,1
352.109868,0.562526,1
352.672393,0.562526,1
353.219293,0.5469,1
353.797445,0.578151,1
354.391222,0.593777,1
354.969373,0.578151,1
355.594402,0.625029,1
356.188179,0.593777,1
356.719454,0.531274,1
357.266354,0.5469,1
357.797628,0.531274,1
358.391405,0.593777,1
358.860177,0.468771,1
359.360199,0.500023,1
359.938351,0.578151,1
360.407122,0.468771,1
360.985274,0.578151,1
361.469671,0.484397,1
362.047822,0.578151,1
362.719728,0.671906,1
363.251003,0.531274,1
363.813528,0.562526,1
364.39168,0.578151,1
364.93858,0.5469,1
365.641737,0.703157,1
